"HostName","InterfaceAlias","IPAddress","PrefixLength","DestinationPrefix","NextHop","DNSServer","InterfaceIndex"
"DESKTOP-NAB","Wi-Fi","192.168.1.23","24","255.255.255.255/32","0.0.0.0","127.0.0.2","11"
